"100.N.60min.1.bam" "100.N.60min.2.bam" "100.N.60min.3.bam" "500.N.10min.1.bam" "500.N.10min.2.bam" "500.N.10min.3.bam" "500.N.20min.1.bam" "500.N.20min.2.bam" "500.N.20min.3.bam" "500.N.60min.1.bam" "500.N.60min.2.bam" "500.N.60min.3.bam"
"STM14_4572" 321 261 399 29 10 35 62 29 84 478 710 573
"STM14_4573" 288 229 306 17 10 29 67 35 81 529 977 875
"STM14_4574" 245 191 279 44 13 43 68 42 112 346 652 670
"STM14_4575" 421 399 586 58 21 33 78 68 92 839 1161 1165
"STM14_4576" 315 256 443 24 4 12 42 13 39 603 740 813
"STM14_4577" 1614 1288 2377 46 21 55 109 47 123 3335 4757 4894
"STM14_4578" 164 98 225 17 3 8 10 14 29 360 508 587
"STM14_4579" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_4580" 8 6 7 3 0 1 1 2 5 16 27 9
"STM14_4581" 0 0 0 0 0 0 0 0 0 0 1 1
"STM14_4582" 7 6 6 0 0 0 0 0 0 6 9 22
"STM14_4585" 135 106 191 27 11 21 24 24 36 263 394 368
"STM14_4586" 776 607 935 106 20 64 164 84 198 1672 2053 1791
"STM14_4587" 227 237 328 21 5 15 31 10 32 250 323 321
"STM14_4588" 129 109 197 8 2 5 11 2 18 115 183 137
"STM14_4589" 4 1 11 0 0 0 0 0 1 4 7 10
"STM14_4590" 61 86 129 8 3 20 14 4 19 153 148 237
"STM14_4591" 293 420 530 195 106 775 66 73 51 384 336 616
"STM14_4592" 264 309 332 56 10 57 42 19 69 223 268 344
"STM14_4593" 191 186 244 30 4 16 26 8 26 173 231 205
"STM14_4594" 156 165 213 14 5 11 14 9 17 161 162 230
"STM14_4595" 26 28 43 13 0 1 5 7 7 25 21 37
"STM14_4596" 10 24 24 1 0 2 6 1 1 14 29 28
"STM14_4597" 116 101 141 51 9 97 58 19 60 126 199 228
"STM14_4598" 3 0 1 0 1 4 1 0 0 1 5 5
"STM14_4599" 332 335 389 132 67 1149 503 189 680 305 274 289
"STM14_4600" 927 903 1126 503 246 2542 1301 538 1983 705 638 628
"STM14_4601" 9 10 15 4 0 3 2 3 3 20 15 27
"STM14_4602" 408 500 618 57 11 77 79 36 127 478 537 752
"STM14_4603" 480 465 689 90 25 102 119 48 133 526 563 666
"STM14_4604" 36 21 27 11 1 12 4 2 7 38 54 68
"STM14_4605" 8 10 9 2 1 3 1 0 0 19 16 21
"STM14_4606" 30 34 38 8 1 10 4 4 9 44 42 41
"STM14_4607" 15 11 24 1 2 6 1 1 4 17 18 14
"STM14_4608" 2 2 7 0 0 0 2 0 0 4 8 2
"STM14_4609" 22 17 23 6 0 6 3 2 6 32 45 40
"STM14_4610" 31 22 24 8 4 4 5 5 4 33 44 24
"STM14_4611" 30 28 27 8 0 2 5 1 4 44 40 51
"STM14_4612" 30 30 26 5 0 2 3 7 3 46 72 69
"STM14_4613" 10 15 20 2 0 0 4 1 3 43 63 56
"STM14_4614" 77 77 94 4 3 9 9 4 15 83 128 144
"STM14_4615" 23 30 41 4 2 5 5 1 3 29 27 36
"STM14_4616" 460 481 646 83 17 132 115 57 140 416 507 565
"STM14_4617" 100 106 149 21 4 31 26 13 20 143 177 176
"STM14_4618" 258 291 337 93 23 72 59 44 70 272 373 427
"STM14_4619" 59 50 68 8 1 2 6 6 6 76 128 134
"STM14_4620" 111 90 134 4 3 6 11 8 9 154 176 184
"STM14_4622" 134 75 171 8 0 8 10 7 19 174 169 226
"STM14_4623" 300 262 358 16 3 23 19 17 39 357 407 489
"STM14_4624" 2722 2212 3730 299 108 339 464 313 669 3158 3189 2943
"STM14_4625" 56 73 63 14 2 8 13 9 11 72 127 122
"STM14_4626" 106 103 125 17 2 6 14 11 12 132 158 174
"STM14_4627" 604 637 628 238 41 135 146 96 192 495 604 700
"STM14_4628" 13483 12826 15605 4731 933 2709 3122 2557 3272 11404 9795 9860
"STM14_4629" 1165 1256 1386 337 65 261 205 199 183 1203 1125 1234
"STM14_4630" 59 67 68 29 0 20 10 13 17 60 64 71
"STM14_4631" 3325 3461 4185 770 149 518 507 427 496 3934 3831 3657
"STM14_4632" 4557 4757 5753 959 201 679 778 706 843 5697 5715 5747
"STM14_4633" 199 188 233 40 12 37 32 30 36 256 236 251
"STM14_4634" 8626 7895 10488 3678 669 2009 2214 1782 2977 9251 8438 8275
"STM14_4635" 3654 3647 4233 1512 312 807 766 720 832 3574 4059 3908
"STM14_4636" 1339 1309 1563 768 179 345 316 288 262 1304 1309 1279
"STM14_4637" 15579 15120 18070 7017 1458 3294 3025 2413 3061 11059 10582 10392
"STM14_4638" 853 838 1097 341 61 172 162 134 145 867 868 963
"STM14_4639" 119 133 170 7 2 5 5 4 15 100 145 193
"STM14_4640" 582 566 881 284 71 150 165 88 159 911 1173 1387
"STM14_4641" 360 374 535 189 47 93 107 53 125 361 522 613
"STM14_4642" 41 39 56 7 4 8 6 11 11 69 142 189
"STM14_4643" 191 195 218 26 4 18 35 18 47 199 260 411
"STM14_4644" 157 225 227 26 10 14 47 25 38 217 249 336
"STM14_4645" 922 1060 1296 169 50 147 136 68 176 544 524 817
"STM14_4646" 347 307 435 92 10 31 39 31 43 226 257 323
"STM14_4647" 321 321 480 87 7 50 71 43 63 204 200 267
"STM14_4648" 418 508 476 14 3 22 32 15 37 361 428 376
"STM14_4649" 421 388 418 19 7 10 21 11 33 328 424 328
"STM14_4650" 248 204 195 6 3 3 3 5 13 162 231 141
"STM14_4651" 248 255 248 6 2 6 5 3 13 243 309 165
"STM14_4652" 1029 962 928 6 0 9 15 3 14 892 1323 512
"STM14_4653" 155 155 219 16 8 26 14 7 30 131 168 243
"STM14_4654" 12 15 14 0 1 3 5 2 1 13 12 37
"STM14_4655" 265 289 470 29 3 18 39 15 38 316 381 470
"STM14_4656" 14025 12535 18088 997 216 690 991 565 1256 16402 20229 22789
"STM14_4657" 7919 7138 10849 858 161 578 783 418 956 6876 7854 9126
"STM14_4658" 3 2 2 0 0 0 0 0 2 0 5 7
"STM14_4659" 58 62 76 15 6 10 13 4 12 64 88 121
"STM14_4660" 15885 14664 18252 4023 790 2155 2942 1800 3084 9793 8537 7879
"STM14_4661" 49329 46155 58446 12429 2335 6773 8355 5506 8822 30155 25326 24091
"STM14_4662" 28139 28582 34269 7797 1652 4067 5241 3373 4718 17328 14757 14250
"STM14_4663" 67467 63252 78473 16285 3071 8649 10588 6674 10531 39034 34935 31935
"STM14_4664" 25516 24050 31430 6850 1251 3718 4180 2665 4088 15178 12088 12022
"STM14_4665" 28015 26928 33977 7882 1555 3976 4886 3046 4531 15988 12770 12359
"STM14_4666" 17478 16586 22089 5018 862 2717 2940 1881 3058 10491 8146 7910
"STM14_4667" 14190 13883 18066 2890 671 2049 1952 1283 2038 10464 8924 8751
"STM14_4668" 1777 1784 2529 365 79 286 305 236 405 1789 1777 1694
"STM14_4669" 147 153 220 41 13 26 25 14 35 170 191 211
"STM14_4670" 1009 919 1123 341 44 128 169 133 155 1260 1155 1212
"STM14_4671" 2663 2559 3048 1057 176 380 643 561 534 4551 4076 4254
"STM14_4672" 3178 3104 3803 945 285 888 864 760 1021 4575 4396 4699
"STM14_4673" 472 377 555 76 24 46 108 82 105 534 601 571
"STM14_4674" 2104 455 2739 176 76 214 83 61 107 613 939 657
"STM14_4675" 916 910 1125 155 51 177 199 122 200 1116 1165 1323
"STM14_4676" 1807 1747 2356 265 74 296 366 227 385 2374 2524 2781
"STM14_4677" 1474 1358 1969 416 78 236 290 217 331 2113 2087 2121
"STM14_4678" 167 122 161 23 6 17 18 13 38 141 114 118
"STM14_4679" 196 191 199 34 3 29 26 22 61 252 294 292
"STM14_4680" 300 267 382 33 8 41 46 45 76 444 515 543
"STM14_4681" 3052 2587 3571 304 81 368 451 279 637 3799 3881 3714
"STM14_4682" 1645 1595 2036 263 48 269 329 171 338 2156 2543 2507
"STM14_4683" 780 831 990 169 43 143 141 97 152 989 1053 1144
"STM14_4684" 1100 1004 1382 175 56 143 240 168 276 1892 2117 2215
"STM14_4685" 1219 1166 1564 218 62 191 327 203 428 1862 1789 1977
"STM14_4693" 327 351 444 20 6 28 25 8 36 254 318 457
"STM14_4694" 238 358 426 62 12 36 27 17 45 126 84 163
"STM14_4695" 51 60 68 5 0 5 4 3 2 42 42 67
"STM14_4696" 2 1 1 1 0 0 1 0 0 0 1 5
"STM14_4697" 97 118 127 5 4 22 12 7 29 83 84 161
"STM14_4698" 152 192 204 8 2 8 10 3 22 188 281 428
"STM14_4699" 26 21 31 1 0 1 3 0 2 17 16 45
"STM14_4700" 147 144 203 45 14 37 30 11 38 168 179 283
"STM14_4701" 247 318 405 25 6 36 38 13 23 244 224 322
"STM14_4702" 184 210 286 42 7 29 22 10 46 168 190 219
"STM14_4703" 207 208 292 23 2 13 19 18 29 336 382 538
"STM14_4704" 383 384 533 36 10 15 47 22 62 643 790 972
"STM14_4705" 249 229 251 31 4 45 47 27 60 406 400 443
"STM14_4706" 499 463 676 117 43 86 87 42 131 469 605 694
"STM14_4707" 447 487 633 103 22 72 67 40 100 238 268 382
"STM14_4708" 13 13 13 1 1 1 3 0 4 11 14 16
"STM14_4709" 2 0 1 0 0 0 0 0 1 2 3 1
"STM14_4710" 693 748 940 212 31 103 117 75 148 500 526 679
"STM14_4711" 2708 2496 3381 535 152 449 532 271 470 2243 2392 2648
"STM14_4712" 4493 3892 5594 852 252 742 827 549 887 4172 4554 5224
"STM14_4713" 20533 20905 27823 4379 927 2940 4137 2956 5666 26684 24244 25555
"STM14_4714" 1191 1155 1556 398 89 222 284 185 285 1975 2412 2808
"STM14_4715" 17828 17022 20181 5098 1111 2329 2869 2332 2974 28411 40404 45101
"STM14_4716" 1899 1741 2460 533 117 320 497 287 632 3100 3980 4533
"STM14_4717" 2504 2406 3476 518 131 408 569 315 719 3131 3627 4133
"STM14_4718" 2905 2901 3971 596 151 406 531 316 528 2881 3237 3673
"STM14_4719" 2569 2515 3365 482 114 412 504 237 448 2389 2655 2833
"STM14_4720" 1751 1798 2455 304 55 286 318 166 309 1541 1630 1616
"STM14_4721" 215 226 286 44 9 35 43 17 54 175 202 167
"STM14_4722" 510 561 684 107 27 91 105 49 98 474 494 491
"STM14_4723" 791 815 1109 119 37 148 155 76 109 715 702 693
"STM14_4724" 411 472 572 87 18 102 84 41 95 358 403 351
"STM14_4725" 573 715 776 111 38 116 109 68 114 377 389 418
"STM14_4726" 666 717 899 139 33 152 152 73 177 579 548 694
"STM14_4727" 492 467 638 97 24 91 73 53 132 309 305 357
"STM14_4728" 248 281 324 46 13 35 42 21 53 255 381 521
"STM14_4733" 8 14 18 2 2 2 2 3 1 19 13 23
"STM14_4734" 1691 1811 2284 199 78 289 259 152 228 1731 1778 1810
"STM14_4735" 2728 2706 3554 302 89 365 427 259 387 3260 3350 3574
"STM14_4736" 1267 1180 1550 200 49 222 246 142 237 1840 2184 2028
"STM14_4737" 2835 2388 3520 398 140 553 598 369 703 4423 5235 5387
"STM14_4738" 296 289 410 30 13 30 53 25 54 430 394 553
"STM14_4739" 6082 5522 7904 999 292 979 1223 822 1398 8655 10016 11466
"STM14_4740" 27 17 32 5 1 2 6 3 7 19 26 37
"STM14_4741" 23 13 27 6 1 6 6 5 7 38 121 98
"STM14_4742" 19 26 34 7 0 4 8 3 7 113 239 306
"STM14_4743" 177 142 243 48 12 33 40 22 47 337 420 544
"STM14_4744" 806 769 949 161 36 162 166 96 218 671 734 874
"STM14_4745" 49 41 48 9 1 6 5 5 9 78 178 236
"STM14_4746" 30 52 55 6 1 3 5 4 13 87 230 240
"STM14_4747" 473 496 641 86 30 92 97 55 103 589 775 805
"STM14_4748" 1870 1783 2446 292 88 293 324 202 339 2377 2827 2931
"STM14_4749" 1030 1015 1219 179 48 188 162 84 203 1128 1371 1390
"STM14_4750" 792 857 1084 147 34 131 135 93 176 826 976 1055
"STM14_4751" 558 680 750 113 36 119 102 64 121 621 721 726
"STM14_4752" 1519 1452 1777 263 61 258 227 178 248 2248 2619 2504
"STM14_4753" 44 41 53 12 3 13 8 5 6 61 85 82
"STM14_4754" 1959 2326 2583 163 18 90 238 130 302 2424 2298 2506
"STM14_4755" 47 58 96 12 1 8 13 10 18 159 254 267
"STM14_4756" 34 33 46 7 1 5 4 8 4 111 243 271
"STM14_4757" 743 534 907 116 23 139 213 158 226 1338 1780 1684
"STM14_4758" 652 436 771 26 16 78 206 156 249 1213 1732 1809
"STM14_4759" 2 0 1 0 0 1 0 1 1 7 5 6
"STM14_4760" 2512 2404 3117 674 132 566 547 366 647 3627 3917 4156
"STM14_4761" 2132 1951 2583 378 87 276 351 239 371 2208 2435 2664
"STM14_4762" 326 293 353 49 17 36 45 39 70 488 505 518
"STM14_4763" 165 147 158 18 6 17 25 25 35 233 299 233
"STM14_4764" 1559 1545 1919 279 62 232 278 187 358 1759 1966 1985
"STM14_4765" 1625 1531 2088 285 67 197 253 186 339 1744 1892 1854
"STM14_4766" 137 141 142 34 7 36 42 31 43 217 253 279
"STM14_4767" 70 51 103 15 8 12 21 12 8 101 130 130
"STM14_4768" 2 0 0 0 1 0 0 0 0 4 4 4
"STM14_4769" 364 416 499 72 18 63 81 52 91 574 814 813
"STM14_4770" 1 4 9 2 1 0 0 0 1 2 10 4
"STM14_4771" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_4772" 471 459 590 48 14 26 72 45 91 463 519 661
"STM14_4773" 1696 1710 2447 64 20 94 188 105 230 1719 1745 2358
"STM14_4774" 5420 7497 6090 3317 799 3248 6064 3438 7984 7712 10709 18705
"STM14_4775" 643 669 888 135 28 121 144 115 184 959 1191 1353
"STM14_4776" 5210 4810 6588 1089 229 783 997 707 1169 5083 5144 5924
"STM14_4777" 3137 2930 3872 501 130 484 536 388 701 2963 2963 3458
"STM14_4778" 6740 6015 8182 1162 263 896 1043 676 1110 6083 6335 7195
"STM14_4779" 3232 3516 4592 1144 239 723 1182 816 1573 3381 2934 3581
"STM14_4780" 3105 3105 3931 768 153 419 612 446 678 2988 2682 3157
"STM14_4781" 2960 3092 3661 776 136 421 505 388 534 2650 2613 3069
"STM14_4782" 716 635 791 185 36 86 100 102 160 709 774 846
"STM14_4783" 815 790 1000 253 51 137 212 114 217 775 655 811
"STM14_4784" 43 47 48 5 3 0 8 6 4 38 51 57
"STM14_4785" 4124 3888 5241 1262 274 1079 1100 752 1202 4219 4311 4641
"STM14_4786" 2873 3054 3819 858 192 647 784 534 780 2805 2635 2940
"STM14_4787" 629 572 835 111 19 69 69 73 108 1005 1214 1172
"STM14_4788" 6232 6355 7109 96 63 291 340 117 245 13465 14057 9527
"STM14_4789" 12542 12599 14606 199 105 569 886 405 822 30925 32827 26016
"STM14_4790" 6584 5922 8029 1187 320 1098 1525 1041 1689 6929 7162 6836
"STM14_4791" 1384 1196 1730 273 82 298 323 230 386 1616 1685 1665
"STM14_4792" 1451 1284 1761 322 87 239 314 240 362 1788 1870 1818
"STM14_4793" 1301 1252 1673 211 49 185 273 166 337 2040 2195 2231
"STM14_4797" 187 174 199 292 62 250 129 133 224 182 196 209
"STM14_4800" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_4801" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_4802" 48 78 74 5 0 4 4 1 4 31 44 63
"STM14_4803" 120 142 171 8 0 6 11 7 17 85 102 142
"STM14_4804" 295 298 355 29 12 28 21 20 63 229 251 362
"STM14_4805" 1550 1838 2198 206 46 198 247 124 357 1242 1279 2018
"STM14_4806" 3564 4468 4767 381 102 393 336 173 472 1754 1571 2405
"STM14_4807" 87 82 108 21 4 12 13 5 12 59 59 96
"STM14_4808" 6 14 18 2 0 1 0 0 3 12 14 20
"STM14_4809" 2223 2431 3118 208 59 218 244 112 293 1419 1639 2244
"STM14_4811" 165 163 225 42 7 20 26 9 34 120 117 139
"STM14_4812" 1477 1512 2131 224 42 147 171 108 223 1024 971 1238
"STM14_4813" 19094 21586 33773 2590 527 1849 2052 1443 3403 15782 8080 13183
"STM14_4814" 533 630 796 54 7 36 34 28 68 380 294 497
"STM14_4815" 1511 1598 2016 137 29 107 181 73 195 1212 1161 1453
"STM14_4816" 69 69 81 6 1 10 9 5 9 48 44 71
"STM14_4817" 250 289 373 44 6 32 31 25 36 217 279 279
"STM14_4818" 163 178 243 25 3 26 29 14 30 137 161 188
"STM14_4819" 262 255 313 75 13 99 54 48 41 172 196 174
"STM14_4820" 4938 3813 5778 807 147 873 580 539 682 2916 3318 3196
"STM14_4821" 97 129 137 28 7 28 19 9 27 65 89 123
"STM14_4822" 5665 4994 7326 1773 324 805 705 611 938 3366 3524 4420
"STM14_4823" 34 55 56 7 1 8 7 4 15 53 94 116
"STM14_4824" 27 22 31 6 2 8 6 4 8 30 42 87
"STM14_4825" 26 26 42 18 3 7 6 6 11 47 73 83
"STM14_4826" 42 45 57 18 2 8 17 8 10 124 149 146
"STM14_4827" 40 41 40 14 3 11 9 4 11 78 89 121
"STM14_4828" 143 128 133 33 6 19 25 26 38 219 312 264
"STM14_4829" 9 7 12 4 0 3 3 0 4 68 77 71
"STM14_4830" 27 40 63 4 2 8 8 8 8 95 136 150
"STM14_4831" 55 61 101 15 1 7 13 9 13 75 134 162
"STM14_4832" 87 107 145 19 1 13 7 7 18 87 122 116
"STM14_4833" 72 84 95 7 2 7 10 5 26 58 72 134
"STM14_4834" 28 56 55 5 0 4 8 1 6 40 48 62
"STM14_4835" 16 15 22 1 0 0 1 1 2 27 33 28
"STM14_4836" 15 11 21 0 0 2 1 2 3 10 22 25
"STM14_4837" 0 1 5 0 0 0 0 0 0 0 1 2
"STM14_4838" 49 63 97 6 4 4 10 4 8 48 62 101
"STM14_4839" 526 543 633 171 47 161 153 111 178 677 780 838
"STM14_4840" 1355 1452 1916 128 33 136 196 95 341 1183 1279 1766
"STM14_4841" 1009 1146 1478 146 24 119 165 92 223 867 1011 1374
"STM14_4842" 324 309 423 40 8 41 43 27 38 307 325 384
"STM14_4843" 1059 1179 1471 129 36 114 119 69 135 1322 1815 2090
"STM14_4844" 1271 1256 1717 45 11 39 103 44 150 4208 6233 6976
"STM14_4845" 705 665 919 15 2 17 61 31 59 2386 3213 3787
"STM14_4846" 186 166 243 12 3 15 19 12 29 257 475 590
"STM14_4847" 239 251 346 16 5 10 34 15 36 610 778 1052
"STM14_4848" 380 358 463 31 4 19 46 27 45 1015 1261 1748
"STM14_4849" 2237 2206 2269 592 181 495 417 282 244 2689 3154 3421
"STM14_4850" 3745 3497 3240 693 206 718 711 381 294 3897 4072 3871
"STM14_4851" 5421 4795 4803 951 281 1025 910 582 392 5833 6461 5698
"STM14_4852" 31925 29641 30431 5849 1712 5984 6362 3865 2920 40489 45660 43596
"STM14_4853" 556 596 685 96 23 69 100 66 112 808 841 926
"STM14_4854" 33 57 48 8 2 4 6 9 11 75 83 123
"STM14_4855" 50 45 71 8 3 11 16 11 10 163 275 357
"STM14_4856" 0 0 1 0 0 0 0 0 0 0 5 4
"STM14_4857" 27 21 20 2 0 1 3 4 8 69 116 164
"STM14_4858" 15 12 34 7 2 1 5 2 4 28 51 62
"STM14_4859" 42 49 58 7 4 11 10 5 4 70 97 95
"STM14_4860" 102 111 134 17 6 36 25 14 26 232 291 317
"STM14_4861" 204 205 281 42 13 32 36 22 49 370 317 438
"STM14_4862" 107 117 107 11 5 14 25 20 16 116 166 173
"STM14_4863" 178 165 193 13 5 31 26 15 27 214 338 314
"STM14_4864" 50 51 57 7 1 10 9 5 15 75 93 97
"STM14_4865" 37 30 55 4 3 9 7 4 6 64 75 82
"STM14_4866" 33 21 51 8 1 5 8 6 7 38 73 83
"STM14_4867" 0 0 0 0 0 0 0 0 0 1 0 0
"STM14_4868" 1 0 0 0 0 1 0 0 1 7 5 9
"STM14_4869" 151 147 211 12 6 20 24 12 26 204 257 238
"STM14_4870" 267 282 306 37 6 36 59 31 87 319 401 466
"STM14_4871" 34 31 42 5 1 8 7 2 9 56 101 109
"STM14_4872" 0 0 1 0 0 0 0 0 1 3 10 14
"STM14_4873" 0 0 1 0 0 1 0 1 0 4 4 2
"STM14_4874" 15 9 25 1 3 5 4 0 1 34 67 76
"STM14_4875" 32 37 52 7 1 5 4 12 20 55 92 103
"STM14_4876" 3 5 7 2 0 0 4 0 1 13 18 28
"STM14_4877" 19 20 21 5 0 3 4 3 4 34 26 41
"STM14_4878" 52194 46947 58820 5126 1467 4953 5556 4478 7421 43274 41927 44532
"STM14_4879" 568 566 692 74 26 103 109 61 103 704 762 691
"STM14_4880" 466 507 605 69 23 72 105 53 134 666 686 654
"STM14_4881" 3290 3492 4260 394 94 311 695 341 798 3803 3719 4251
"STM14_4882" 3044 3383 4217 300 86 249 685 344 954 3848 3785 4532
"STM14_4883" 3499 4371 5098 1631 509 1288 2420 1771 3156 7375 6898 8102
"STM14_4884" 546 597 709 152 39 91 81 64 122 670 762 901
"STM14_4885" 984 1147 1315 464 81 246 271 163 208 1429 1360 1790
"STM14_4886" 11 15 13 10 2 8 8 6 1 24 17 29
"STM14_4887" 969 3538 1151 12 2 7 6 5 8 4344 3028 1363
"STM14_4888" 880 891 1103 197 48 110 187 93 245 749 868 1140
"STM14_4889" 211 181 306 13 6 20 31 14 53 300 325 396
"STM14_4890" 82 90 118 6 6 9 13 8 21 97 102 158
"STM14_4891" 272 276 403 55 16 48 49 26 43 360 350 447
"STM14_4892" 671 655 925 81 13 53 81 45 113 736 803 1042
"STM14_4893" 20 24 39 3 1 3 4 5 4 29 70 91
"STM14_4894" 18 21 34 5 1 0 4 1 2 16 23 32
"STM14_4895" 99 122 173 11 4 10 9 7 13 119 127 141
"STM14_4896" 277 255 388 19 5 21 30 9 32 250 379 453
"STM14_4897" 236 216 324 26 12 18 21 11 27 235 324 369
"STM14_4898" 6 5 7 2 0 2 1 1 1 11 8 13
"STM14_4899" 90 102 127 4 1 3 8 1 8 84 123 154
"STM14_4900" 40 36 69 6 1 6 0 1 11 33 63 74
"STM14_4901" 54 58 99 6 0 4 6 3 9 82 123 138
"STM14_4902" 171 182 289 11 4 21 8 5 15 185 260 278
"STM14_4903" 310 360 408 18 5 11 17 17 28 271 322 449
"STM14_4904" 78 83 111 11 0 6 4 1 14 103 129 150
"STM14_4905" 401 433 507 47 8 27 42 26 52 438 471 551
"STM14_4906" 7155 7960 9901 796 215 577 554 304 566 4829 4928 5758
"STM14_4907" 544 573 787 20 10 24 36 13 28 484 611 710
"STM14_4908" 55 59 72 8 1 11 2 6 17 115 111 108
"STM14_4909" 20 21 26 6 0 4 1 2 6 24 22 22
"STM14_4910" 599 606 728 82 20 66 69 48 75 700 812 910
"STM14_4911" 284 283 341 444 169 428 411 263 399 250 294 655
"STM14_4912" 1591 1635 1873 9571 3506 12619 12678 6646 12944 1866 2643 9821
"STM14_4913" 442 405 582 3391 1053 4136 4805 2436 6087 527 804 2647
"STM14_4914" 26 21 36 11 4 7 7 11 21 37 34 78
"STM14_4915" 3122 3252 4098 1087 312 871 1101 636 1297 3866 4035 5099
"STM14_4916" 1867 1890 2358 632 124 394 497 345 779 2394 2424 3047
"STM14_4917" 3704 3642 4614 529 98 323 590 416 744 6477 6816 7570
"STM14_4918" 485 403 560 158 45 156 118 81 124 530 680 713
"STM14_4919" 5263 5239 6114 3321 1281 9459 4969 2864 5674 4375 4689 5090
"STM14_4920" 1555 1540 1834 853 340 2736 1360 805 1866 1152 1265 1334
"STM14_4921" 1268 1357 1643 439 149 452 395 311 325 1281 1453 1695
"STM14_4922" 891 1158 1178 772 232 938 703 406 783 944 1221 1996
"STM14_4923" 945 932 1116 276 67 256 177 172 209 694 716 786
"STM14_4924" 8288 7427 9380 5991 1105 4100 3092 2671 4182 5635 4984 4577
"STM14_4925" 78 78 133 41 12 20 27 23 31 164 182 203
"STM14_4926" 44 55 63 18 2 6 16 9 25 155 319 371
"STM14_4927" 854 1066 1167 282 53 173 184 153 267 929 867 1014
"STM14_4928" 338 307 418 71 12 55 63 28 61 400 442 393
"STM14_4929" 972 852 1118 154 32 116 116 89 118 1144 1201 1143
"STM14_4930" 83 72 115 23 2 10 14 17 15 166 194 192
"STM14_4931" 18 20 20 5 0 2 3 4 9 77 131 130
"STM14_4932" 129 167 143 37 15 44 31 17 52 229 365 423
"STM14_4933" 45 69 90 12 4 16 10 13 17 107 150 214
"STM14_4934" 3 2 3 0 0 0 3 0 2 7 15 18
"STM14_4935" 124 113 109 23 8 22 18 18 20 145 191 223
"STM14_4936" 501 608 660 160 50 150 137 68 113 503 592 643
"STM14_4937" 35 33 46 8 0 3 2 4 2 45 85 99
"STM14_4938" 8 7 18 2 0 4 0 2 1 19 22 20
"STM14_4939" 665 661 802 73 9 79 84 48 80 1060 1174 1216
"STM14_4940" 333 368 440 31 13 51 23 25 25 440 444 492
"STM14_4941" 290 308 388 27 5 41 28 20 20 512 572 644
"STM14_4942" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_4943" 2 0 1 0 0 0 0 0 0 5 7 7
"STM14_4944" 42 49 48 5 0 3 5 2 9 66 68 74
"STM14_4945" 85 74 87 9 2 10 17 6 16 79 88 142
"STM14_4946" 524 542 610 37 7 51 53 24 73 590 651 780
"STM14_4947" 376 378 470 29 3 33 44 30 40 423 522 564
"STM14_4948" 118 139 193 12 3 18 20 19 11 151 182 222
"STM14_4949" 170 187 220 29 7 16 24 18 25 203 221 228
"STM14_4950" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_4951" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_4952" 1335 1723 1411 279 59 164 124 130 135 1362 1938 2580
"STM14_4953" 15 25 18 10 1 13 5 3 6 30 21 28
"STM14_4954" 3059 2894 3728 841 213 1052 683 449 599 3129 3476 4001
"STM14_4955" 2552 2777 3161 241 73 333 329 209 392 3365 3839 4650
"STM14_4956" 145 189 226 35 4 37 43 21 58 458 584 631
"STM14_4957" 361 398 473 43 6 60 54 32 49 650 771 847
"STM14_4958" 543 550 726 57 14 77 80 65 89 1102 1251 1286
"STM14_4959" 3593 3593 4234 1253 256 888 1065 747 1250 3555 3367 3266
"STM14_4960" 8662 7859 10840 1602 530 1831 2342 1522 2625 8327 8432 9034
"STM14_4961" 16 6 17 5 0 4 5 2 3 18 15 41
"STM14_4962" 1400 1246 1745 263 80 312 361 271 506 1912 2148 2285
"STM14_4963" 1243 1215 1524 263 44 181 252 173 303 1475 1563 1650
"STM14_4964" 1031 920 1035 341 64 146 258 188 248 1328 1229 1292
"STM14_4965" 3555 3426 3943 781 228 554 577 466 613 3764 3963 3385
"STM14_4966" 1783 1649 2095 570 128 378 366 304 393 2212 2292 2303
"STM14_4970" 178 175 205 292 62 238 125 130 228 178 199 213
"STM14_4973" 306 364 420 55 15 46 58 26 56 244 240 304
"STM14_4974" 430 525 538 95 8 72 67 25 76 342 377 474
"STM14_4975" 281 392 497 53 9 27 29 10 29 130 134 278
"STM14_4976" 1 11 6 0 0 1 0 1 0 8 4 11
"STM14_4977" 12 9 23 0 0 0 0 0 3 8 10 15
"STM14_4982" 121019 131589 145139 30747 5689 14659 21256 16204 25303 95854 84211 93475
"STM14_4983" 340 406 356 61 7 29 28 8 42 99 101 148
"STM14_4984" 1564 1827 2053 320 56 186 159 85 194 809 805 1050
"STM14_4985" 2537 2903 3279 524 98 310 323 197 424 1320 1396 1825
"STM14_4986" 12658 11193 14466 5122 1029 2884 2768 1967 3595 7534 6737 7604
"STM14_4987" 26302 22454 28882 11930 2132 5754 6460 4466 7349 15396 14145 15645
"STM14_4988" 38733 31458 44647 16758 3303 7684 11606 7988 13126 32650 32278 40433
"STM14_4989" 35272 27318 40226 17149 3120 7389 11368 7176 12876 28506 28728 36072
"STM14_4990" 49422 54344 57024 26546 3955 8793 10090 6273 9469 26205 21418 25362
